Título,Descripción,Categoría,Latitud,Longitud,Fecha del hecho
"Impacto de Intoxicación en establecimiento educativo en comunidad de Esperanza, Santa Fe","Un grave intoxicación en establecimiento educativo se registró en Esperanza, Santa Fe. El incidente dejando varios heridos y daños materiales. Equipos de rescate continúan buscando posibles víctimas.",Desastre Tecnológico - Intoxicación masiva,-31.489964,-60.937982,01/11/2005
"Consecuencias graves tras Polución del aire en Las Heras, Santa Cruz","Autoridades confirmaron un polución del aire en Las Heras, Santa Cruz. El incidente provocando pánico entre los residentes locales. Los servicios médicos están atendiendo a los afectados en hospitales locales.",Desastre Tecnológico - Contaminación,-46.585119,-68.931102,10/11/2023
"Declaran emergencia tras Derrame con riesgo ambiental en Gálvez, Santa Fe","Autoridades confirmaron un derrame con riesgo ambiental en Gálvez, Santa Fe. El incidente interrumpiendo servicios básicos en toda la zona. Voluntarios de diversas organizaciones se han sumado a las tareas de auxilio.",Desastre Tecnológico - Derrame,-32.069535,-61.215743,16/07/2010
"Se reporta Contaminación ambiental severa en zona de Gaiman, Chubut","Un grave contaminación ambiental severa se registró en Gaiman, Chubut. El incidente provocando pánico entre los residentes locales. Bomberos y personal de seguridad trabajan intensamente en la zona.",Desastre Tecnológico - Contaminación,-43.246883,-65.45087,24/09/2020
"Habitantes de Maipú afrontan Envenenamiento masivo, Mendoza","Autoridades confirmaron un envenenamiento masivo en Maipú, Mendoza. El incidente provocando pánico entre los residentes locales. Bomberos y personal de seguridad trabajan intensamente en la zona.",Desastre Tecnológico - Intoxicación masiva,-32.954512,-68.745977,04/05/2006
Brote de enfermedad contagiosa afecta a Villaguay,"Un grave brote de enfermedad contagiosa se registró en Villaguay, Entre Ríos. El incidente dejando un rastro de destrucción importante. El intendente local se ha trasladado al lugar para supervisar las operaciones.",Desastre Tecnológico - Evento sanitario,-31.820831,-58.98509,13/07/2013
"Preocupación por Vertido industrial tóxico en San Nicolás, Buenos Aires","Un grave vertido industrial tóxico se registró en San Nicolás, Buenos Aires. El incidente provocando cortes de energía y problemas en el suministro de agua. Equipos de rescate continúan buscando posibles víctimas.",Desastre Tecnológico - Derrame,-33.376444,-60.197954,19/08/2017
"Preocupación por Vertido de químicos en San Vicente, Misiones","Autoridades confirmaron un vertido de químicos en San Vicente, Misiones. El incidente resultando en el cierre temporal de escuelas y comercios. Se ha establecido un centro de operaciones para coordinar las ayudas.",Desastre Tecnológico - Derrame,-27.043338,-54.438215,15/06/2000
Intoxicación en establecimiento educativo deja múltiples daños en Chepes,"Grave intoxicación en establecimiento educativo ocurrió en las inmediaciones de Chepes, La Rioja. El incidente con un saldo inicial de varias personas heridas. Bomberos y personal de seguridad trabajan intensamente en la zona.",Desastre Tecnológico - Intoxicación masiva,-31.303735,-66.609086,03/05/2022
"Evacuaciones por Intoxicación en establecimiento educativo en Morón, Buenos Aires","Autoridades confirmaron un intoxicación en establecimiento educativo en Morón, Buenos Aires. El incidente provocando la activación de protocolos de emergencia. Se han habilitado refugios temporales para las familias afectadas.",Desastre Tecnológico - Intoxicación masiva,-34.678519,-58.633804,22/03/2012
"Habitantes de Santo Tomé afrontan Contaminación ambiental severa, Corrientes","Autoridades confirmaron un contaminación ambiental severa en Santo Tomé, Corrientes. El incidente provocando cortes de energía y problemas en el suministro de agua. Técnicos trabajan para restablecer los servicios básicos lo antes posible.",Desastre Tecnológico - Contaminación,-28.571739,-56.079093,02/10/2011
Habitantes de Balcarce afrontan Casos múltiples de intoxicación,"Autoridades confirmaron un casos múltiples de intoxicación en Balcarce, Buenos Aires. El incidente afectando gravemente la infraestructura local. Autoridades nacionales se han puesto a disposición para brindar asistencia.",Desastre Tecnológico - Intoxicación masiva,-37.88378,-58.293032,20/11/2024
"Intoxicación alimentaria masiva deja múltiples daños en Gualeguay, Entre Ríos","Grave intoxicación alimentaria masiva ocurrió en las inmediaciones de Gualeguay, Entre Ríos. El incidente causando daños en cultivos y producción agrícola. Técnicos trabajan para restablecer los servicios básicos lo antes posible.",Desastre Tecnológico - Intoxicación masiva,-33.182212,-59.285723,23/03/2014
"Declaran emergencia tras Polución industrial en San Isidro, Buenos Aires","Autoridades confirmaron un polución industrial en San Isidro, Buenos Aires. El incidente generando serios daños ambientales en la región. Los servicios médicos están atendiendo a los afectados en hospitales locales.",Desastre Tecnológico - Contaminación,-34.476714,-58.524339,11/03/2009
Impacto de Alerta sanitaria en comunidad de Olavarría,"Autoridades confirmaron un alerta sanitaria en Olavarría, Buenos Aires. El incidente provocando la activación de protocolos de emergencia. Técnicos trabajan para restablecer los servicios básicos lo antes posible.",Desastre Tecnológico - Evento sanitario,-36.918699,-60.343301,27/06/2009
"Casos de intoxicación por consumo sorprende a habitantes de Rafaela, Santa Fe","Autoridades confirmaron un casos de intoxicación por consumo en Rafaela, Santa Fe. El incidente con un saldo inicial de varias personas heridas. Las fuerzas de seguridad mantienen un perímetro para evitar incidentes adicionales.",Desastre Tecnológico - Intoxicación masiva,-31.240276,-61.470677,05/07/2022
Evacuaciones por Contaminación de fuente hídrica en San Francisco,"Un grave contaminación de fuente hídrica se registró en San Francisco, Córdoba. El incidente obligando a evacuar a residentes de la zona. Especialistas evalúan los daños para iniciar las reparaciones necesarias.",Desastre Tecnológico - Contaminación,-31.389224,-62.093782,18/04/2003
Alerta sanitaria genera crisis en Trenque Lauquen,"Un grave alerta sanitaria se registró en Trenque Lauquen, Buenos Aires. El incidente destruyendo viviendas y dejando a familias evacuadas. Especialistas evalúan los daños para iniciar las reparaciones necesarias.",Desastre Tecnológico - Evento sanitario,-35.943274,-62.759638,24/05/2020
Situación crítica por Derrame con riesgo ambiental en Necochea,"Autoridades confirmaron un derrame con riesgo ambiental en Necochea, Buenos Aires. El incidente afectando gravemente la infraestructura local. Se ha establecido un centro de operaciones para coordinar las ayudas.",Desastre Tecnológico - Derrame,-38.5791,-58.742496,07/06/2001
Concepción del Uruguay afectado por Contaminación por derrame,"Un grave contaminación por derrame se registró en Concepción del Uruguay, Entre Ríos. El incidente obligando a evacuar a residentes de la zona. Especialistas evalúan los daños para iniciar las reparaciones necesarias.",Desastre Tecnológico - Derrame,-32.49121,-58.247139,08/05/2018
"San Juan afectado por Intoxicación colectiva, San Juan","Grave intoxicación colectiva ocurrió en las inmediaciones de San Juan, San Juan. El incidente causando daños en cultivos y producción agrícola. Se ha convocado al comité de crisis para coordinar las acciones de respuesta.",Desastre Tecnológico - Intoxicación masiva,-31.503903,-68.516633,08/12/2015
"Intoxicación en establecimiento educativo provoca emergencia en Gaiman, Chubut","Grave intoxicación en establecimiento educativo ocurrió en las inmediaciones de Gaiman, Chubut. El incidente provocando pánico entre los residentes locales. Bomberos y personal de seguridad trabajan intensamente en la zona.",Desastre Tecnológico - Intoxicación masiva,-43.287204,-65.497861,03/01/2002
Preocupación por Casos múltiples de intoxicación en Avellaneda,"Autoridades confirmaron un casos múltiples de intoxicación en Avellaneda, Buenos Aires. El incidente dejando a la población incomunicada por varias horas. Se ha establecido un centro de operaciones para coordinar las ayudas.",Desastre Tecnológico - Intoxicación masiva,-34.611982,-58.410828,22/09/2013
Preocupación por Polución industrial en La Falda,"Grave polución industrial ocurrió en las inmediaciones de La Falda, Córdoba. El incidente destruyendo viviendas y dejando a familias evacuadas. El gobierno provincial ha enviado ayuda humanitaria a los damnificados.",Desastre Tecnológico - Contaminación,-31.051279,-64.494409,12/07/2024
"Preocupación por Derrame con riesgo ambiental en Realicó, La Pampa","Un grave derrame con riesgo ambiental se registró en Realicó, La Pampa. El incidente dejando a la población incomunicada por varias horas. Se ha establecido un centro de operaciones para coordinar las ayudas.",Desastre Tecnológico - Derrame,-35.043817,-64.206415,10/01/2023
Habitantes de Esquel afrontan Vertido de químicos,"Un grave vertido de químicos se registró en Esquel, Chubut. El incidente causando pérdidas millonarias y afectando a cientos de personas. Las fuerzas de seguridad mantienen un perímetro para evitar incidentes adicionales.",Desastre Tecnológico - Derrame,-42.90009,-71.369213,25/06/2013
"Devastador Alerta sanitaria afecta a La Toma, San Luis","Autoridades confirmaron un alerta sanitaria en La Toma, San Luis. El incidente causando daños en cultivos y producción agrícola. Defensa Civil coordina las tareas de asistencia y reconstrucción.",Desastre Tecnológico - Evento sanitario,-33.026849,-65.634768,27/01/2013
"Impacto de Derrame con riesgo ambiental en comunidad de Godoy Cruz, Mendoza","Grave derrame con riesgo ambiental ocurrió en las inmediaciones de Godoy Cruz, Mendoza. El incidente causando daños en cultivos y producción agrícola. Las autoridades locales han desplegado equipos de emergencia para atender a los afectados.",Desastre Tecnológico - Derrame,-32.927852,-68.871633,10/02/2011
"Habitantes de Merlo afrontan Fuga de material peligroso, San Luis","Grave fuga de material peligroso ocurrió en las inmediaciones de Merlo, San Luis. El incidente dejando varios heridos y daños materiales. Se han habilitado refugios temporales para las familias afectadas.",Desastre Tecnológico - Derrame,-32.370012,-65.04059,21/01/2021
"Crisis sanitaria provoca emergencia en Villaguay, Entre Ríos","Grave crisis sanitaria ocurrió en las inmediaciones de Villaguay, Entre Ríos. El incidente interrumpiendo servicios básicos en toda la zona. Las fuerzas de seguridad mantienen un perímetro para evitar incidentes adicionales.",Desastre Tecnológico - Evento sanitario,-31.872833,-59.052993,24/04/2003
"Equipos de emergencia atienden Intoxicación por sustancias químicas en Centenario, Neuquén","Grave intoxicación por sustancias químicas ocurrió en las inmediaciones de Centenario, Neuquén. El incidente obligando a evacuar a residentes de la zona. Las fuerzas de seguridad mantienen un perímetro para evitar incidentes adicionales.",Desastre Tecnológico - Intoxicación masiva,-38.836184,-68.116792,29/01/2002
"Polución industrial genera crisis en Plottier, Neuquén","Autoridades confirmaron un polución industrial en Plottier, Neuquén. El incidente resultando en el cierre temporal de escuelas y comercios. El intendente local se ha trasladado al lugar para supervisar las operaciones.",Desastre Tecnológico - Contaminación,-38.956473,-68.192985,11/04/2012
"Evacuaciones por Envenenamiento masivo en Guaymallén, Mendoza","Un grave envenenamiento masivo se registró en Guaymallén, Mendoza. El incidente generando preocupación entre autoridades provinciales. La población ha sido alertada para tomar precauciones adicionales.",Desastre Tecnológico - Intoxicación masiva,-32.910627,-68.760403,24/11/2010
"Impacto de Intoxicación por sustancias químicas en comunidad de Chascomús, Buenos Aires","Autoridades confirmaron un intoxicación por sustancias químicas en Chascomús, Buenos Aires. El incidente resultando en el cierre temporal de escuelas y comercios. Se ha declarado estado de emergencia en la región para facilitar la asistencia.",Desastre Tecnológico - Intoxicación masiva,-35.610206,-57.97006,10/10/2015
"Impacto de Vertido de químicos en comunidad de Trenque Lauquen, Buenos Aires","Un grave vertido de químicos se registró en Trenque Lauquen, Buenos Aires. El incidente dejando un rastro de destrucción importante. El intendente local se ha trasladado al lugar para supervisar las operaciones.",Desastre Tecnológico - Derrame,-35.945781,-62.734302,02/09/2020
Habitantes de Oberá afrontan Intoxicación por sustancias químicas,"Grave intoxicación por sustancias químicas ocurrió en las inmediaciones de Oberá, Misiones. El incidente generando preocupación entre autoridades provinciales. El municipio ha activado el protocolo de emergencias para esta situación.",Desastre Tecnológico - Intoxicación masiva,-27.522391,-55.115449,02/05/2023
Situación crítica por Alerta epidemiológica en Cruz del Eje,"Un grave alerta epidemiológica se registró en Cruz del Eje, Córdoba. El incidente generando serios daños ambientales en la región. El municipio ha activado el protocolo de emergencias para esta situación.",Desastre Tecnológico - Evento sanitario,-30.747542,-64.836541,22/11/2022
"Derrame de combustible genera crisis en San Pedro de Jujuy, Jujuy","Un grave derrame de combustible se registró en San Pedro de Jujuy, Jujuy. El incidente provocando pánico entre los residentes locales. Autoridades nacionales se han puesto a disposición para brindar asistencia.",Desastre Tecnológico - Derrame,-24.221862,-64.877573,23/08/2009
Devastador Propagación de enfermedad infecciosa afecta a Belgrano,"Un grave propagación de enfermedad infecciosa se registró en Belgrano, CABA. El incidente destruyendo viviendas y dejando a familias evacuadas. Se ha declarado estado de emergencia en la región para facilitar la asistencia.",Desastre Tecnológico - Evento sanitario,-34.52282,-58.482878,01/08/2020
Vertido de químicos deja múltiples daños en General Güemes,"Grave vertido de químicos ocurrió en las inmediaciones de General Güemes, Salta. El incidente afectando gravemente la infraestructura local. Voluntarios de diversas organizaciones se han sumado a las tareas de auxilio.",Desastre Tecnológico - Derrame,-24.642921,-65.039753,30/11/2014
Evacuaciones por Derrame de sustancias tóxicas en Oberá,"Grave derrame de sustancias tóxicas ocurrió en las inmediaciones de Oberá, Misiones. El incidente generando preocupación entre autoridades provinciales. Técnicos trabajan para restablecer los servicios básicos lo antes posible.",Desastre Tecnológico - Derrame,-27.475303,-55.100598,13/03/2007
"Confirman Contaminación ambiental severa de gran magnitud en Pergamino, Buenos Aires","Un grave contaminación ambiental severa se registró en Pergamino, Buenos Aires. El incidente dejando a la población incomunicada por varias horas. El intendente local se ha trasladado al lugar para supervisar las operaciones.",Desastre Tecnológico - Contaminación,-33.882468,-60.539535,27/09/2008
Evacuaciones por Crisis sanitaria en Fernández,"Grave crisis sanitaria ocurrió en las inmediaciones de Fernández, Santiago del Estero. El incidente obligando a evacuar a residentes de la zona. La población ha sido alertada para tomar precauciones adicionales.",Desastre Tecnológico - Evento sanitario,-27.94193,-63.897507,13/12/2008
Preocupación por Polución del aire en Resistencia,"Autoridades confirmaron un polución del aire en Resistencia, Chaco. El incidente causando pérdidas millonarias y afectando a cientos de personas. Se ha convocado al comité de crisis para coordinar las acciones de respuesta.",Desastre Tecnológico - Contaminación,-27.477457,-59.014981,10/10/2013
Se reporta Intoxicación colectiva en zona de Cafayate,"Grave intoxicación colectiva ocurrió en las inmediaciones de Cafayate, Salta. El incidente generando preocupación entre autoridades provinciales. Bomberos y personal de seguridad trabajan intensamente en la zona.",Desastre Tecnológico - Intoxicación masiva,-26.067616,-65.958988,01/01/2009
"Emergencia por Vertido de químicos en Río Tercero, Córdoba","Un grave vertido de químicos se registró en Río Tercero, Córdoba. El incidente causando daños en cultivos y producción agrícola. Bomberos y personal de seguridad trabajan intensamente en la zona.",Desastre Tecnológico - Derrame,-32.157396,-64.113398,18/05/2005
Impacto de Crisis ambiental por contaminantes en comunidad de Río Grande,"Grave crisis ambiental por contaminantes ocurrió en las inmediaciones de Río Grande, Tierra del Fuego. El incidente dejando varios heridos y daños materiales. Los servicios médicos están atendiendo a los afectados en hospitales locales.",Desastre Tecnológico - Contaminación,-53.78349,-67.742487,06/01/2002
"Equipos de emergencia atienden Envenenamiento masivo en Morón, Buenos Aires","Un grave envenenamiento masivo se registró en Morón, Buenos Aires. El incidente generando caos en el transporte público y privado. La población ha sido alertada para tomar precauciones adicionales.",Desastre Tecnológico - Intoxicación masiva,-34.673614,-58.650036,01/12/2009
"Habitantes de Pirané afrontan Casos de intoxicación por consumo, Formosa","Autoridades confirmaron un casos de intoxicación por consumo en Pirané, Formosa. El incidente causando daños en cultivos y producción agrícola. El intendente local se ha trasladado al lugar para supervisar las operaciones.",Desastre Tecnológico - Intoxicación masiva,-25.739631,-59.098964,29/06/2000
Devastador Contaminación por derrame afecta a Eduardo Castex,"Un grave contaminación por derrame se registró en Eduardo Castex, La Pampa. El incidente provocando la activación de protocolos de emergencia. Técnicos trabajan para restablecer los servicios básicos lo antes posible.",Desastre Tecnológico - Derrame,-35.889329,-64.30841,27/11/2019
Equipos de emergencia atienden Derrame en curso de agua en San Vicente,"Autoridades confirmaron un derrame en curso de agua en San Vicente, Misiones. El incidente interrumpiendo servicios básicos en toda la zona. Defensa Civil coordina las tareas de asistencia y reconstrucción.",Desastre Tecnológico - Derrame,-26.977914,-54.530587,03/11/2021
"Propagación de enfermedad infecciosa provoca emergencia en Santiago del Estero, Santiago del Estero","Autoridades confirmaron un propagación de enfermedad infecciosa en Santiago del Estero, Santiago del Estero. El incidente con un saldo inicial de varias personas heridas. Especialistas evalúan los daños para iniciar las reparaciones necesarias.",Desastre Tecnológico - Evento sanitario,-27.821525,-64.272272,07/09/2024
"Impacto de Polución industrial en comunidad de Guaymallén, Mendoza","Un grave polución industrial se registró en Guaymallén, Mendoza. El incidente causando pérdidas millonarias y afectando a cientos de personas. Defensa Civil coordina las tareas de asistencia y reconstrucción.",Desastre Tecnológico - Contaminación,-32.850206,-68.792775,14/06/2010
"Buenos Aires afectado por Casos múltiples de intoxicación, CABA","Un grave casos múltiples de intoxicación se registró en Buenos Aires, CABA. El incidente causando daños en cultivos y producción agrícola. El gobierno provincial ha enviado ayuda humanitaria a los damnificados.",Desastre Tecnológico - Intoxicación masiva,-34.56667,-58.43117,01/10/2018
"Devastador Propagación de enfermedad infecciosa afecta a Jesús María, Córdoba","Grave propagación de enfermedad infecciosa ocurrió en las inmediaciones de Jesús María, Córdoba. El incidente afectando gravemente la infraestructura local. Se ha establecido un centro de operaciones para coordinar las ayudas.",Desastre Tecnológico - Evento sanitario,-30.962406,-64.098227,25/10/2014
Impacto de Contaminación por derrame en comunidad de Trelew,"Un grave contaminación por derrame se registró en Trelew, Chubut. El incidente provocando cortes de energía y problemas en el suministro de agua. Autoridades nacionales se han puesto a disposición para brindar asistencia.",Desastre Tecnológico - Derrame,-43.255387,-65.270098,16/05/2023
Se reporta Casos agrupados de enfermedad en zona de Río Tercero,"Autoridades confirmaron un casos agrupados de enfermedad en Río Tercero, Córdoba. El incidente generando preocupación entre autoridades provinciales. Bomberos y personal de seguridad trabajan intensamente en la zona.",Desastre Tecnológico - Evento sanitario,-32.197349,-64.156809,26/03/2015
Confirman Derrame en curso de agua de gran magnitud en Trenque Lauquen,"Grave derrame en curso de agua ocurrió en las inmediaciones de Trenque Lauquen, Buenos Aires. El incidente dejando un rastro de destrucción importante. El municipio ha activado el protocolo de emergencias para esta situación.",Desastre Tecnológico - Derrame,-35.95356,-62.692238,14/07/2000
"Evacuaciones por Polución industrial en Avellaneda, Buenos Aires","Autoridades confirmaron un polución industrial en Avellaneda, Buenos Aires. El incidente generando serios daños ambientales en la región. Se ha establecido un centro de operaciones para coordinar las ayudas.",Desastre Tecnológico - Contaminación,-34.710136,-58.399352,02/10/2009
"Intoxicación alimentaria masiva provoca emergencia en Concepción del Uruguay, Entre Ríos","Un grave intoxicación alimentaria masiva se registró en Concepción del Uruguay, Entre Ríos. El incidente resultando en el cierre temporal de escuelas y comercios. Los servicios médicos están atendiendo a los afectados en hospitales locales.",Desastre Tecnológico - Intoxicación masiva,-32.488151,-58.234629,08/06/2004
"Emergencia por Polución del aire en Las Heras, Santa Cruz","Grave polución del aire ocurrió en las inmediaciones de Las Heras, Santa Cruz. El incidente dejando a la población incomunicada por varias horas. Voluntarios de diversas organizaciones se han sumado a las tareas de auxilio.",Desastre Tecnológico - Contaminación,-46.561696,-68.971572,31/12/2011
"Resistencia afectado por Polución industrial, Chaco","Un grave polución industrial se registró en Resistencia, Chaco. El incidente bloqueando las principales vías de acceso. Las fuerzas de seguridad mantienen un perímetro para evitar incidentes adicionales.",Desastre Tecnológico - Contaminación,-27.46735,-58.948341,25/09/2019
"Intoxicación por sustancias químicas deja múltiples daños en Metán, Salta","Un grave intoxicación por sustancias químicas se registró en Metán, Salta. El incidente generando caos en el transporte público y privado. Las fuerzas de seguridad mantienen un perímetro para evitar incidentes adicionales.",Desastre Tecnológico - Intoxicación masiva,-25.47566,-65.007031,13/08/2016
"Serio incidente: Propagación de enfermedad infecciosa en San Rafael, Mendoza","Un grave propagación de enfermedad infecciosa se registró en San Rafael, Mendoza. El incidente bloqueando las principales vías de acceso. El municipio ha activado el protocolo de emergencias para esta situación.",Desastre Tecnológico - Evento sanitario,-34.633678,-68.286387,07/03/2015
"Vertido contaminante provoca emergencia en Cruz del Eje, Córdoba","Un grave vertido contaminante se registró en Cruz del Eje, Córdoba. El incidente con un saldo inicial de varias personas heridas. Las autoridades locales han desplegado equipos de emergencia para atender a los afectados.",Desastre Tecnológico - Contaminación,-30.6992,-64.830068,27/07/2002
"Resistencia en alerta por Vertido contaminante, Chaco","Autoridades confirmaron un vertido contaminante en Resistencia, Chaco. El incidente dejando a la población incomunicada por varias horas. El intendente local se ha trasladado al lugar para supervisar las operaciones.",Desastre Tecnológico - Contaminación,-27.451935,-59.01672,14/05/2010
Declaran emergencia tras Emergencia sanitaria por intoxicación en General Roca,"Autoridades confirmaron un emergencia sanitaria por intoxicación en General Roca, Río Negro. El incidente dejando a la población incomunicada por varias horas. Bomberos y personal de seguridad trabajan intensamente en la zona.",Desastre Tecnológico - Intoxicación masiva,-39.021821,-67.554396,06/06/2021
Tartagal afectado por Vertido industrial tóxico,"Un grave vertido industrial tóxico se registró en Tartagal, Salta. El incidente resultando en el cierre temporal de escuelas y comercios. Voluntarios de diversas organizaciones se han sumado a las tareas de auxilio.",Desastre Tecnológico - Derrame,-22.519556,-63.836744,27/01/2013
Consecuencias graves tras Crisis ambiental por contaminantes en Chimbas,"Grave crisis ambiental por contaminantes ocurrió en las inmediaciones de Chimbas, San Juan. El incidente provocando cortes de energía y problemas en el suministro de agua. Se ha convocado al comité de crisis para coordinar las acciones de respuesta.",Desastre Tecnológico - Contaminación,-31.451167,-68.513265,25/11/2000
"Habitantes de General Pico afrontan Casos de intoxicación por consumo, La Pampa","Un grave casos de intoxicación por consumo se registró en General Pico, La Pampa. El incidente dejando a varios sectores sin comunicación. Se ha establecido un centro de operaciones para coordinar las ayudas.",Desastre Tecnológico - Intoxicación masiva,-35.700803,-63.722929,15/12/2009
Serio incidente: Intoxicación por sustancias químicas en Caucete,"Autoridades confirmaron un intoxicación por sustancias químicas en Caucete, San Juan. El incidente dejando a la población incomunicada por varias horas. Se ha establecido un centro de operaciones para coordinar las ayudas.",Desastre Tecnológico - Intoxicación masiva,-31.671304,-68.260232,01/03/2019
Alerta por Derrame de combustible en Chivilcoy,"Grave derrame de combustible ocurrió en las inmediaciones de Chivilcoy, Buenos Aires. El incidente provocando la activación de protocolos de emergencia. El intendente local se ha trasladado al lugar para supervisar las operaciones.",Desastre Tecnológico - Derrame,-34.916488,-59.996827,04/04/2015
"Casos de intoxicación por consumo provoca emergencia en Arroyito, Córdoba","Un grave casos de intoxicación por consumo se registró en Arroyito, Córdoba. El incidente dejando a varios sectores sin comunicación. Se ha declarado estado de emergencia en la región para facilitar la asistencia.",Desastre Tecnológico - Intoxicación masiva,-31.375996,-63.036464,02/09/2006
"Habitantes de Puerto Madryn afrontan Intoxicación colectiva, Chubut","Autoridades confirmaron un intoxicación colectiva en Puerto Madryn, Chubut. El incidente provocando pánico entre los residentes locales. El intendente local se ha trasladado al lugar para supervisar las operaciones.",Desastre Tecnológico - Intoxicación masiva,-42.792171,-65.002352,16/12/2008
Declaran emergencia tras Brote de enfermedad contagiosa en La Paz,"Autoridades confirmaron un brote de enfermedad contagiosa en La Paz, Entre Ríos. El incidente destruyendo viviendas y dejando a familias evacuadas. El intendente local se ha trasladado al lugar para supervisar las operaciones.",Desastre Tecnológico - Evento sanitario,-30.734344,-59.676916,14/06/2003
"San Rafael en alerta por Intoxicación por sustancias químicas, Mendoza","Un grave intoxicación por sustancias químicas se registró en San Rafael, Mendoza. El incidente con un saldo inicial de varias personas heridas. Voluntarios de diversas organizaciones se han sumado a las tareas de auxilio.",Desastre Tecnológico - Intoxicación masiva,-34.586578,-68.344183,10/03/2015
Emisión de sustancias tóxicas deja múltiples daños en Villa Regina,"Autoridades confirmaron un emisión de sustancias tóxicas en Villa Regina, Río Negro. El incidente dejando a la población incomunicada por varias horas. Especialistas evalúan los daños para iniciar las reparaciones necesarias.",Desastre Tecnológico - Contaminación,-39.109811,-67.102076,09/08/2000
Autoridades responden a Vertido de químicos en Zapala,"Autoridades confirmaron un vertido de químicos en Zapala, Neuquén. El incidente bloqueando las principales vías de acceso. El Ministerio de Desarrollo Social está brindando apoyo a los damnificados.",Desastre Tecnológico - Derrame,-38.950208,-70.045236,31/12/2019
"Equipos de emergencia atienden Contaminación por derrame en Villa Carlos Paz, Córdoba","Grave contaminación por derrame ocurrió en las inmediaciones de Villa Carlos Paz, Córdoba. El incidente generando caos en el transporte público y privado. Autoridades nacionales se han puesto a disposición para brindar asistencia.",Desastre Tecnológico - Derrame,-31.370801,-64.470949,15/04/2023
"Autoridades responden a Casos agrupados de enfermedad en Tandil, Buenos Aires","Autoridades confirmaron un casos agrupados de enfermedad en Tandil, Buenos Aires. El incidente resultando en el cierre temporal de escuelas y comercios. Los servicios médicos están atendiendo a los afectados en hospitales locales.",Desastre Tecnológico - Evento sanitario,-37.28467,-59.111711,17/08/2004
"Alerta epidemiológica provoca emergencia en Gualeguay, Entre Ríos","Grave alerta epidemiológica ocurrió en las inmediaciones de Gualeguay, Entre Ríos. El incidente dejando varios heridos y daños materiales. El gobierno provincial ha enviado ayuda humanitaria a los damnificados.",Desastre Tecnológico - Evento sanitario,-33.141489,-59.354331,24/11/2009
Contaminación ambiental severa afecta a San Martín de los Andes,"Autoridades confirmaron un contaminación ambiental severa en San Martín de los Andes, Neuquén. El incidente generando serios daños ambientales en la región. La población ha sido alertada para tomar precauciones adicionales.",Desastre Tecnológico - Contaminación,-40.146284,-71.363476,20/01/2012
"Azul en alerta por Derrame en curso de agua, Buenos Aires","Grave derrame en curso de agua ocurrió en las inmediaciones de Azul, Buenos Aires. El incidente generando preocupación entre autoridades provinciales. Las autoridades locales han desplegado equipos de emergencia para atender a los afectados.",Desastre Tecnológico - Derrame,-36.802837,-59.856504,04/07/2004
Serio incidente: Casos múltiples de intoxicación en La Quiaca,"Grave casos múltiples de intoxicación ocurrió en las inmediaciones de La Quiaca, Jujuy. El incidente generando caos en el transporte público y privado. Técnicos trabajan para restablecer los servicios básicos lo antes posible.",Desastre Tecnológico - Intoxicación masiva,-22.095621,-65.630232,28/01/2011
Serio incidente: Derrame de combustible en Victorica,"Autoridades confirmaron un derrame de combustible en Victorica, La Pampa. El incidente provocando cortes de energía y problemas en el suministro de agua. Se ha iniciado una investigación para determinar las causas exactas del incidente.",Desastre Tecnológico - Derrame,-36.255608,-65.406872,07/03/2023
"Charata en alerta por Crisis sanitaria, Chaco","Autoridades confirmaron un crisis sanitaria en Charata, Chaco. El incidente dejando un rastro de destrucción importante. Las autoridades locales han desplegado equipos de emergencia para atender a los afectados.",Desastre Tecnológico - Evento sanitario,-27.210361,-61.143538,26/09/2008
"Se reporta Intoxicación por sustancias químicas en zona de Fernández, Santiago del Estero","Autoridades confirmaron un intoxicación por sustancias químicas en Fernández, Santiago del Estero. El incidente afectando gravemente la infraestructura local. Especialistas evalúan los daños para iniciar las reparaciones necesarias.",Desastre Tecnológico - Intoxicación masiva,-27.947975,-63.898984,18/03/2002
"Fuga de material peligroso provoca emergencia en Tigre, Buenos Aires","Grave fuga de material peligroso ocurrió en las inmediaciones de Tigre, Buenos Aires. El incidente resultando en el cierre temporal de escuelas y comercios. La población ha sido alertada para tomar precauciones adicionales.",Desastre Tecnológico - Derrame,-34.463085,-58.59921,27/06/2018
"Habitantes de Presidencia Roque Sáenz Peña afrontan Envenenamiento masivo, Chaco","Autoridades confirmaron un envenenamiento masivo en Presidencia Roque Sáenz Peña, Chaco. El incidente causando daños en cultivos y producción agrícola. Autoridades nacionales se han puesto a disposición para brindar asistencia.",Desastre Tecnológico - Intoxicación masiva,-26.815714,-60.468499,17/07/2015
"Devastador Casos agrupados de enfermedad afecta a Cañada de Gómez, Santa Fe","Autoridades confirmaron un casos agrupados de enfermedad en Cañada de Gómez, Santa Fe. El incidente afectando gravemente la infraestructura local. Defensa Civil coordina las tareas de asistencia y reconstrucción.",Desastre Tecnológico - Evento sanitario,-32.792961,-61.428696,21/07/2001
Evacuaciones por Casos de intoxicación por consumo en Corrientes,"Grave casos de intoxicación por consumo ocurrió en las inmediaciones de Corrientes, Corrientes. El incidente bloqueando las principales vías de acceso. Especialistas evalúan los daños para iniciar las reparaciones necesarias.",Desastre Tecnológico - Intoxicación masiva,-27.500221,-58.819862,02/06/2004
