Título,Descripción,Categoría,Latitud,Longitud,Fecha del hecho
Intoxicación en establecimiento educativo impacta en Sarmiento,"Grave intoxicación en establecimiento educativo ocurrió en las inmediaciones de Sarmiento, Chubut. El incidente generando preocupación entre autoridades provinciales. Se ha convocado al comité de crisis para coordinar las acciones de respuesta.",Desastre Tecnológico - Intoxicación masiva,-45.581812,-69.088597,05/03/2022
"Declaran emergencia tras Contaminación en río en Allen, Río Negro","Grave contaminación en río ocurrió en las inmediaciones de Allen, Río Negro. El incidente obligando a evacuar a residentes de la zona. El intendente local se ha trasladado al lugar para supervisar las operaciones.",Desastre Tecnológico - Contaminación,-38.992792,-67.855628,29/05/2020
Consecuencias graves tras Casos agrupados de enfermedad en Cañada de Gómez,"Grave casos agrupados de enfermedad ocurrió en las inmediaciones de Cañada de Gómez, Santa Fe. El incidente resultando en el cierre temporal de escuelas y comercios. El gobierno provincial ha enviado ayuda humanitaria a los damnificados.",Desastre Tecnológico - Evento sanitario,-32.81175,-61.386197,11/11/2024
"Monteros afectado por Polución industrial, Tucumán","Autoridades confirmaron un polución industrial en Monteros, Tucumán. El incidente afectando gravemente la infraestructura local. Las autoridades locales han desplegado equipos de emergencia para atender a los afectados.",Desastre Tecnológico - Contaminación,-27.199603,-65.505518,15/09/2015
"Vertido industrial tóxico genera crisis en Rafaela, Santa Fe","Grave vertido industrial tóxico ocurrió en las inmediaciones de Rafaela, Santa Fe. El incidente causando daños en cultivos y producción agrícola. Voluntarios de diversas organizaciones se han sumado a las tareas de auxilio.",Desastre Tecnológico - Derrame,-31.217714,-61.497667,12/05/2015
Evacuaciones por Propagación de enfermedad infecciosa en Comodoro Rivadavia,"Autoridades confirmaron un propagación de enfermedad infecciosa en Comodoro Rivadavia, Chubut. El incidente generando caos en el transporte público y privado. Voluntarios de diversas organizaciones se han sumado a las tareas de auxilio.",Desastre Tecnológico - Evento sanitario,-45.886849,-67.459081,07/05/2011
"Situación crítica por Contaminación en río en Villaguay, Entre Ríos","Un grave contaminación en río se registró en Villaguay, Entre Ríos. El incidente destruyendo viviendas y dejando a familias evacuadas. Se ha convocado al comité de crisis para coordinar las acciones de respuesta.",Desastre Tecnológico - Contaminación,-31.896789,-59.021525,28/10/2003
Se reporta Alerta sanitaria en zona de Chamical,"Grave alerta sanitaria ocurrió en las inmediaciones de Chamical, La Rioja. El incidente obligando a evacuar a residentes de la zona. Se ha establecido un centro de operaciones para coordinar las ayudas.",Desastre Tecnológico - Evento sanitario,-30.326833,-66.286102,26/03/2007
Vertido industrial tóxico provoca emergencia en Paraná,"Un grave vertido industrial tóxico se registró en Paraná, Entre Ríos. El incidente causando pérdidas millonarias y afectando a cientos de personas. Las fuerzas de seguridad mantienen un perímetro para evitar incidentes adicionales.",Desastre Tecnológico - Derrame,-31.715824,-60.561057,29/08/2019
Situación crítica por Emisión de sustancias tóxicas en San Luis,"Grave emisión de sustancias tóxicas ocurrió en las inmediaciones de San Luis, San Luis. El incidente resultando en el cierre temporal de escuelas y comercios. Equipos de rescate continúan buscando posibles víctimas.",Desastre Tecnológico - Contaminación,-33.290195,-66.343083,01/04/2006
"Intoxicación en establecimiento educativo genera crisis en Villa La Angostura, Neuquén","Un grave intoxicación en establecimiento educativo se registró en Villa La Angostura, Neuquén. El incidente obligando a evacuar a residentes de la zona. Se ha iniciado una investigación para determinar las causas exactas del incidente.",Desastre Tecnológico - Intoxicación masiva,-40.794173,-71.679053,04/12/2016
"Consecuencias graves tras Crisis ambiental por contaminantes en Chilecito, La Rioja","Grave crisis ambiental por contaminantes ocurrió en las inmediaciones de Chilecito, La Rioja. El incidente provocando la activación de protocolos de emergencia. Especialistas evalúan los daños para iniciar las reparaciones necesarias.",Desastre Tecnológico - Contaminación,-29.187945,-67.539421,29/10/2016
"Impacto de Contaminación en río en comunidad de Merlo, San Luis","Un grave contaminación en río se registró en Merlo, San Luis. El incidente con un saldo inicial de varias personas heridas. Autoridades nacionales se han puesto a disposición para brindar asistencia.",Desastre Tecnológico - Contaminación,-32.295592,-65.013301,04/05/2008
"Villa Ángela afectado por Polución del aire, Chaco","Grave polución del aire ocurrió en las inmediaciones de Villa Ángela, Chaco. El incidente provocando cortes de energía y problemas en el suministro de agua. Equipos de rescate continúan buscando posibles víctimas.",Desastre Tecnológico - Contaminación,-27.528752,-60.684181,16/07/2013
"Confirman Crisis ambiental por contaminantes de gran magnitud en Zapala, Neuquén","Grave crisis ambiental por contaminantes ocurrió en las inmediaciones de Zapala, Neuquén. El incidente provocando la activación de protocolos de emergencia. Especialistas evalúan los daños para iniciar las reparaciones necesarias.",Desastre Tecnológico - Contaminación,-38.877049,-70.099961,10/12/2019
San Martín sufre las consecuencias de Propagación de enfermedad infecciosa,"Grave propagación de enfermedad infecciosa ocurrió en las inmediaciones de San Martín, Mendoza. El incidente interrumpiendo servicios básicos en toda la zona. Bomberos y personal de seguridad trabajan intensamente en la zona.",Desastre Tecnológico - Evento sanitario,-33.109659,-68.503128,12/12/2009
Vertido industrial tóxico causa estragos en San Luis,"Grave vertido industrial tóxico ocurrió en las inmediaciones de San Luis, San Luis. El incidente provocando la activación de protocolos de emergencia. Autoridades nacionales se han puesto a disposición para brindar asistencia.",Desastre Tecnológico - Derrame,-33.272731,-66.344484,26/12/2003
"Brote epidémico sorprende a habitantes de Rawson, Chubut","Autoridades confirmaron un brote epidémico en Rawson, Chubut. El incidente dejando un rastro de destrucción importante. Equipos de rescate continúan buscando posibles víctimas.",Desastre Tecnológico - Evento sanitario,-43.250553,-65.122797,20/10/2005
"Posadas en alerta por Intoxicación en establecimiento educativo, Misiones","Un grave intoxicación en establecimiento educativo se registró en Posadas, Misiones. El incidente afectando el normal desarrollo de actividades en la zona. Los servicios médicos están atendiendo a los afectados en hospitales locales.",Desastre Tecnológico - Intoxicación masiva,-27.325582,-55.938687,20/10/2018
"Habitantes de Trenque Lauquen afrontan Intoxicación en establecimiento educativo, Buenos Aires","Grave intoxicación en establecimiento educativo ocurrió en las inmediaciones de Trenque Lauquen, Buenos Aires. El incidente provocando la activación de protocolos de emergencia. El gobierno provincial ha enviado ayuda humanitaria a los damnificados.",Desastre Tecnológico - Intoxicación masiva,-35.948534,-62.747809,31/07/2024
Alerta por Contaminación de fuente hídrica en Puerto Madryn,"Grave contaminación de fuente hídrica ocurrió en las inmediaciones de Puerto Madryn, Chubut. El incidente provocando pánico entre los residentes locales. Se ha declarado estado de emergencia en la región para facilitar la asistencia.",Desastre Tecnológico - Contaminación,-42.818662,-65.033393,17/06/2009
"Emergencia por Derrame de sustancias tóxicas en La Banda, Santiago del Estero","Autoridades confirmaron un derrame de sustancias tóxicas en La Banda, Santiago del Estero. El incidente dejando un rastro de destrucción importante. El gobierno provincial ha enviado ayuda humanitaria a los damnificados.",Desastre Tecnológico - Derrame,-27.760606,-64.20643,10/03/2002
Alerta por Contaminación por derrame en Villa Dolores,"Un grave contaminación por derrame se registró en Villa Dolores, Córdoba. El incidente resultando en el cierre temporal de escuelas y comercios. El intendente local se ha trasladado al lugar para supervisar las operaciones.",Desastre Tecnológico - Derrame,-31.990846,-65.171142,28/02/2010
Concepción afectado por Brote epidémico,"Grave brote epidémico ocurrió en las inmediaciones de Concepción, Tucumán. El incidente afectando gravemente la infraestructura local. El gobierno provincial ha enviado ayuda humanitaria a los damnificados.",Desastre Tecnológico - Evento sanitario,-27.298409,-65.615585,20/07/2016
"Evacuaciones por Propagación de enfermedad infecciosa en Tigre, Buenos Aires","Un grave propagación de enfermedad infecciosa se registró en Tigre, Buenos Aires. El incidente dejando a varios sectores sin comunicación. Se ha iniciado una investigación para determinar las causas exactas del incidente.",Desastre Tecnológico - Evento sanitario,-34.447576,-58.607532,02/07/2001
"Aguilares en alerta por Intoxicación alimentaria masiva, Tucumán","Un grave intoxicación alimentaria masiva se registró en Aguilares, Tucumán. El incidente interrumpiendo servicios básicos en toda la zona. El municipio ha activado el protocolo de emergencias para esta situación.",Desastre Tecnológico - Intoxicación masiva,-27.430018,-65.618449,21/05/2022
Impacto de Propagación de enfermedad infecciosa en comunidad de Clorinda,"Un grave propagación de enfermedad infecciosa se registró en Clorinda, Formosa. El incidente dejando un rastro de destrucción importante. El municipio ha activado el protocolo de emergencias para esta situación.",Desastre Tecnológico - Evento sanitario,-25.250606,-57.688355,13/02/2019
San Luis en alerta por Crisis sanitaria,"Autoridades confirmaron un crisis sanitaria en San Luis, San Luis. El incidente interrumpiendo servicios básicos en toda la zona. El gobierno provincial ha enviado ayuda humanitaria a los damnificados.",Desastre Tecnológico - Evento sanitario,-33.295374,-66.331367,28/01/2003
Villa María sufre las consecuencias de Intoxicación por sustancias químicas,"Un grave intoxicación por sustancias químicas se registró en Villa María, Córdoba. El incidente provocando pánico entre los residentes locales. Se ha declarado estado de emergencia en la región para facilitar la asistencia.",Desastre Tecnológico - Intoxicación masiva,-32.451186,-63.226516,09/12/2015
"Confirman Vertido contaminante de gran magnitud en Puerto Deseado, Santa Cruz","Grave vertido contaminante ocurrió en las inmediaciones de Puerto Deseado, Santa Cruz. El incidente afectando gravemente la infraestructura local. Especialistas evalúan los daños para iniciar las reparaciones necesarias.",Desastre Tecnológico - Contaminación,-47.758552,-65.849564,19/01/2020
Equipos de emergencia atienden Crisis sanitaria en Chimbas,"Autoridades confirmaron un crisis sanitaria en Chimbas, San Juan. El incidente destruyendo viviendas y dejando a familias evacuadas. El gobierno provincial ha enviado ayuda humanitaria a los damnificados.",Desastre Tecnológico - Evento sanitario,-31.442872,-68.519452,03/10/2011
Humahuaca en alerta por Polución industrial,"Grave polución industrial ocurrió en las inmediaciones de Humahuaca, Jujuy. El incidente generando preocupación entre autoridades provinciales. Los servicios médicos están atendiendo a los afectados en hospitales locales.",Desastre Tecnológico - Contaminación,-23.2193,-65.313551,09/07/2014
Consecuencias graves tras Polución industrial en San Luis,"Grave polución industrial ocurrió en las inmediaciones de San Luis, San Luis. El incidente resultando en el cierre temporal de escuelas y comercios. El intendente local se ha trasladado al lugar para supervisar las operaciones.",Desastre Tecnológico - Contaminación,-33.270316,-66.372854,10/08/2023
Autoridades responden a Contaminación ambiental severa en Chivilcoy,"Un grave contaminación ambiental severa se registró en Chivilcoy, Buenos Aires. El incidente provocando cortes de energía y problemas en el suministro de agua. La población ha sido alertada para tomar precauciones adicionales.",Desastre Tecnológico - Contaminación,-34.860306,-59.988165,10/12/2024
Confirman Intoxicación en establecimiento educativo de gran magnitud en Gaiman,"Grave intoxicación en establecimiento educativo ocurrió en las inmediaciones de Gaiman, Chubut. El incidente provocando cortes de energía y problemas en el suministro de agua. Las fuerzas de seguridad mantienen un perímetro para evitar incidentes adicionales.",Desastre Tecnológico - Intoxicación masiva,-43.261683,-65.504346,15/04/2014
"Alerta epidemiológica sorprende a habitantes de Realicó, La Pampa","Autoridades confirmaron un alerta epidemiológica en Realicó, La Pampa. El incidente dejando a varios sectores sin comunicación. Los servicios médicos están atendiendo a los afectados en hospitales locales.",Desastre Tecnológico - Evento sanitario,-35.067981,-64.264568,07/09/2015
"Declaran emergencia tras Vertido de químicos en Frías, Santiago del Estero","Un grave vertido de químicos se registró en Frías, Santiago del Estero. El incidente generando preocupación entre autoridades provinciales. Se ha iniciado una investigación para determinar las causas exactas del incidente.",Desastre Tecnológico - Derrame,-28.628238,-65.142823,16/08/2011
Autoridades responden a Alerta epidemiológica en Goya,"Autoridades confirmaron un alerta epidemiológica en Goya, Corrientes. El incidente causando daños en cultivos y producción agrícola. Se ha establecido un centro de operaciones para coordinar las ayudas.",Desastre Tecnológico - Evento sanitario,-29.172673,-59.229881,28/04/2016
"Evacuaciones por Propagación de enfermedad infecciosa en San Martín, Mendoza","Un grave propagación de enfermedad infecciosa se registró en San Martín, Mendoza. El incidente dejando un rastro de destrucción importante. Bomberos y personal de seguridad trabajan intensamente en la zona.",Desastre Tecnológico - Evento sanitario,-33.08067,-68.451968,15/04/2000
"Alerta por Contaminación en río en Venado Tuerto, Santa Fe","Autoridades confirmaron un contaminación en río en Venado Tuerto, Santa Fe. El incidente causando pérdidas millonarias y afectando a cientos de personas. Se ha convocado al comité de crisis para coordinar las acciones de respuesta.",Desastre Tecnológico - Contaminación,-33.753177,-61.959988,02/03/2005
Autoridades responden a Fuga de material peligroso en Chepes,"Grave fuga de material peligroso ocurrió en las inmediaciones de Chepes, La Rioja. El incidente dejando un rastro de destrucción importante. Especialistas evalúan los daños para iniciar las reparaciones necesarias.",Desastre Tecnológico - Derrame,-31.379923,-66.543179,03/02/2018
Confirman Polución industrial de gran magnitud en Añatuya,"Autoridades confirmaron un polución industrial en Añatuya, Santiago del Estero. El incidente dejando un rastro de destrucción importante. Se ha iniciado una investigación para determinar las causas exactas del incidente.",Desastre Tecnológico - Contaminación,-28.463983,-62.816549,26/02/2001
Consecuencias graves tras Casos agrupados de enfermedad en Santa Rosa,"Grave casos agrupados de enfermedad ocurrió en las inmediaciones de Santa Rosa, La Pampa. El incidente destruyendo viviendas y dejando a familias evacuadas. Se ha convocado al comité de crisis para coordinar las acciones de respuesta.",Desastre Tecnológico - Evento sanitario,-36.574151,-64.258884,29/03/2009
"Vertido de químicos causa estragos en Villa Krause, San Juan","Autoridades confirmaron un vertido de químicos en Villa Krause, San Juan. El incidente bloqueando las principales vías de acceso. La población ha sido alertada para tomar precauciones adicionales.",Desastre Tecnológico - Derrame,-31.551624,-68.495649,19/10/2007
"Contaminación ambiental severa provoca emergencia en Chajarí, Entre Ríos","Un grave contaminación ambiental severa se registró en Chajarí, Entre Ríos. El incidente generando serios daños ambientales en la región. El Ministerio de Desarrollo Social está brindando apoyo a los damnificados.",Desastre Tecnológico - Contaminación,-30.74273,-58.012242,02/02/2010
"Impacto de Emisión de sustancias tóxicas en comunidad de Pehuajó, Buenos Aires","Grave emisión de sustancias tóxicas ocurrió en las inmediaciones de Pehuajó, Buenos Aires. El incidente afectando el normal desarrollo de actividades en la zona. La población ha sido alertada para tomar precauciones adicionales.",Desastre Tecnológico - Contaminación,-35.788064,-61.920676,21/07/2002
"Se reporta Vertido industrial tóxico en zona de Alta Gracia, Córdoba","Autoridades confirmaron un vertido industrial tóxico en Alta Gracia, Córdoba. El incidente generando preocupación entre autoridades provinciales. Las fuerzas de seguridad mantienen un perímetro para evitar incidentes adicionales.",Desastre Tecnológico - Derrame,-31.637688,-64.412377,04/01/2017
Alerta por Contaminación ambiental severa en Oberá,"Grave contaminación ambiental severa ocurrió en las inmediaciones de Oberá, Misiones. El incidente provocando cortes de energía y problemas en el suministro de agua. El intendente local se ha trasladado al lugar para supervisar las operaciones.",Desastre Tecnológico - Contaminación,-27.43868,-55.071163,05/06/2022
Caucete sufre las consecuencias de Propagación de enfermedad infecciosa,"Autoridades confirmaron un propagación de enfermedad infecciosa en Caucete, San Juan. El incidente causando pérdidas millonarias y afectando a cientos de personas. Especialistas evalúan los daños para iniciar las reparaciones necesarias.",Desastre Tecnológico - Evento sanitario,-31.701262,-68.297865,13/04/2021
"Habitantes de Andalgalá afrontan Vertido industrial tóxico, Catamarca","Autoridades confirmaron un vertido industrial tóxico en Andalgalá, Catamarca. El incidente provocando cortes de energía y problemas en el suministro de agua. Se ha iniciado una investigación para determinar las causas exactas del incidente.",Desastre Tecnológico - Derrame,-27.553431,-66.288307,06/12/2007
Alerta por Contaminación en río en Villa La Angostura,"Autoridades confirmaron un contaminación en río en Villa La Angostura, Neuquén. El incidente con un saldo inicial de varias personas heridas. Los servicios médicos están atendiendo a los afectados en hospitales locales.",Desastre Tecnológico - Contaminación,-40.7667,-71.643714,13/07/2024
Contaminación de fuente hídrica provoca emergencia en Chepes,"Grave contaminación de fuente hídrica ocurrió en las inmediaciones de Chepes, La Rioja. El incidente dejando a la población incomunicada por varias horas. Las autoridades locales han desplegado equipos de emergencia para atender a los afectados.",Desastre Tecnológico - Contaminación,-31.357555,-66.621461,12/06/2024
"Neuquén afectado por Vertido industrial tóxico, Neuquén","Grave vertido industrial tóxico ocurrió en las inmediaciones de Neuquén, Neuquén. El incidente causando pérdidas millonarias y afectando a cientos de personas. Bomberos y personal de seguridad trabajan intensamente en la zona.",Desastre Tecnológico - Derrame,-38.907375,-68.035325,15/04/2015
"Emergencia de salud pública provoca emergencia en Esperanza, Santa Fe","Grave emergencia de salud pública ocurrió en las inmediaciones de Esperanza, Santa Fe. El incidente generando serios daños ambientales en la región. Autoridades nacionales se han puesto a disposición para brindar asistencia.",Desastre Tecnológico - Evento sanitario,-31.47831,-60.958217,08/07/2004
"Intoxicación alimentaria masiva causa estragos en Rivadavia, San Juan","Autoridades confirmaron un intoxicación alimentaria masiva en Rivadavia, San Juan. El incidente generando preocupación entre autoridades provinciales. Las fuerzas de seguridad mantienen un perímetro para evitar incidentes adicionales.",Desastre Tecnológico - Intoxicación masiva,-31.500566,-68.633202,29/06/2019
"Brote de enfermedad contagiosa sorprende a habitantes de San Juan, San Juan","Grave brote de enfermedad contagiosa ocurrió en las inmediaciones de San Juan, San Juan. El incidente dejando a varios sectores sin comunicación. Se ha convocado al comité de crisis para coordinar las acciones de respuesta.",Desastre Tecnológico - Evento sanitario,-31.527946,-68.507158,21/02/2016
Autoridades responden a Intoxicación alimentaria masiva en Justo Daract,"Grave intoxicación alimentaria masiva ocurrió en las inmediaciones de Justo Daract, San Luis. El incidente afectando el normal desarrollo de actividades en la zona. Las fuerzas de seguridad mantienen un perímetro para evitar incidentes adicionales.",Desastre Tecnológico - Intoxicación masiva,-33.838344,-65.182616,25/08/2005
"Polución industrial provoca emergencia en San Martín, Mendoza","Grave polución industrial ocurrió en las inmediaciones de San Martín, Mendoza. El incidente obligando a evacuar a residentes de la zona. Se ha convocado al comité de crisis para coordinar las acciones de respuesta.",Desastre Tecnológico - Contaminación,-33.078842,-68.476744,15/05/2022
"Habitantes de Balcarce afrontan Emergencia sanitaria por intoxicación, Buenos Aires","Grave emergencia sanitaria por intoxicación ocurrió en las inmediaciones de Balcarce, Buenos Aires. El incidente generando serios daños ambientales en la región. Especialistas evalúan los daños para iniciar las reparaciones necesarias.",Desastre Tecnológico - Intoxicación masiva,-37.803681,-58.296294,04/10/2013
"Propagación de enfermedad infecciosa provoca emergencia en Eduardo Castex, La Pampa","Autoridades confirmaron un propagación de enfermedad infecciosa en Eduardo Castex, La Pampa. El incidente provocando la activación de protocolos de emergencia. Especialistas evalúan los daños para iniciar las reparaciones necesarias.",Desastre Tecnológico - Evento sanitario,-35.930631,-64.283912,24/08/2003
Serio incidente: Brote de enfermedad contagiosa en Jesús María,"Grave brote de enfermedad contagiosa ocurrió en las inmediaciones de Jesús María, Córdoba. El incidente afectando el normal desarrollo de actividades en la zona. Los servicios médicos están atendiendo a los afectados en hospitales locales.",Desastre Tecnológico - Evento sanitario,-30.982161,-64.113383,05/07/2021
Devastador Contaminación ambiental severa afecta a Alta Gracia,"Grave contaminación ambiental severa ocurrió en las inmediaciones de Alta Gracia, Córdoba. El incidente generando caos en el transporte público y privado. Bomberos y personal de seguridad trabajan intensamente en la zona.",Desastre Tecnológico - Contaminación,-31.633346,-64.449781,17/05/2021
Emergencia por Derrame con riesgo ambiental en Cosquín,"Grave derrame con riesgo ambiental ocurrió en las inmediaciones de Cosquín, Córdoba. El incidente generando serios daños ambientales en la región. Las autoridades locales han desplegado equipos de emergencia para atender a los afectados.",Desastre Tecnológico - Derrame,-31.195813,-64.416088,29/07/2009
"Impacto de Derrame de sustancias tóxicas en comunidad de Apóstoles, Misiones","Un grave derrame de sustancias tóxicas se registró en Apóstoles, Misiones. El incidente causando pérdidas millonarias y afectando a cientos de personas. Técnicos trabajan para restablecer los servicios básicos lo antes posible.",Desastre Tecnológico - Derrame,-27.872502,-55.786731,12/11/2024
"Emergencia por Contaminación ambiental severa en Santo Tomé, Corrientes","Grave contaminación ambiental severa ocurrió en las inmediaciones de Santo Tomé, Corrientes. El incidente con un saldo inicial de varias personas heridas. Se ha convocado al comité de crisis para coordinar las acciones de respuesta.",Desastre Tecnológico - Contaminación,-28.523747,-56.034934,09/11/2006
Alerta por Casos de intoxicación por consumo en San Vicente,"Un grave casos de intoxicación por consumo se registró en San Vicente, Misiones. El incidente provocando la activación de protocolos de emergencia. El municipio ha activado el protocolo de emergencias para esta situación.",Desastre Tecnológico - Intoxicación masiva,-27.022209,-54.515327,17/02/2022
Serio incidente: Derrame de combustible en Caucete,"Un grave derrame de combustible se registró en Caucete, San Juan. El incidente generando caos en el transporte público y privado. Se ha convocado al comité de crisis para coordinar las acciones de respuesta.",Desastre Tecnológico - Derrame,-31.674006,-68.307072,31/10/2013
Declaran emergencia tras Casos de intoxicación por consumo en Luján de Cuyo,"Grave casos de intoxicación por consumo ocurrió en las inmediaciones de Luján de Cuyo, Mendoza. El incidente dejando a varios sectores sin comunicación. Defensa Civil coordina las tareas de asistencia y reconstrucción.",Desastre Tecnológico - Intoxicación masiva,-33.003827,-68.916228,12/06/2001
"Situación crítica por Derrame de combustible en Olavarría, Buenos Aires","Autoridades confirmaron un derrame de combustible en Olavarría, Buenos Aires. El incidente causando daños en cultivos y producción agrícola. Equipos de rescate continúan buscando posibles víctimas.",Desastre Tecnológico - Derrame,-36.925354,-60.279293,01/06/2014
"Confirman Polución del aire de gran magnitud en Clorinda, Formosa","Autoridades confirmaron un polución del aire en Clorinda, Formosa. El incidente obligando a evacuar a residentes de la zona. El Ministerio de Desarrollo Social está brindando apoyo a los damnificados.",Desastre Tecnológico - Contaminación,-25.332122,-57.749807,23/01/2018
Brote de enfermedad contagiosa deja múltiples daños en Trelew,"Autoridades confirmaron un brote de enfermedad contagiosa en Trelew, Chubut. El incidente dejando a varios sectores sin comunicación. Equipos de rescate continúan buscando posibles víctimas.",Desastre Tecnológico - Evento sanitario,-43.279458,-65.278786,06/11/2015
Pico Truncado afectado por Intoxicación colectiva,"Grave intoxicación colectiva ocurrió en las inmediaciones de Pico Truncado, Santa Cruz. El incidente generando serios daños ambientales en la región. Técnicos trabajan para restablecer los servicios básicos lo antes posible.",Desastre Tecnológico - Intoxicación masiva,-46.825954,-67.934998,11/10/2022
"Confirman Alerta sanitaria de gran magnitud en Oberá, Misiones","Un grave alerta sanitaria se registró en Oberá, Misiones. El incidente provocando pánico entre los residentes locales. Equipos de rescate continúan buscando posibles víctimas.",Desastre Tecnológico - Evento sanitario,-27.536597,-55.077001,16/11/2019
Consecuencias graves tras Casos agrupados de enfermedad en Santa Rosa,"Un grave casos agrupados de enfermedad se registró en Santa Rosa, La Pampa. El incidente provocando cortes de energía y problemas en el suministro de agua. Las autoridades locales han desplegado equipos de emergencia para atender a los afectados.",Desastre Tecnológico - Evento sanitario,-36.655891,-64.273382,08/08/2017
Emergencia por Alerta sanitaria en Eldorado,"Autoridades confirmaron un alerta sanitaria en Eldorado, Misiones. El incidente provocando pánico entre los residentes locales. El intendente local se ha trasladado al lugar para supervisar las operaciones.",Desastre Tecnológico - Evento sanitario,-26.451646,-54.656717,09/05/2010
Emergencia de salud pública genera crisis en Lomas de Zamora,"Autoridades confirmaron un emergencia de salud pública en Lomas de Zamora, Buenos Aires. El incidente causando daños en cultivos y producción agrícola. El municipio ha activado el protocolo de emergencias para esta situación.",Desastre Tecnológico - Evento sanitario,-34.782262,-58.42157,07/12/2016
Habitantes de General Roca afrontan Emisión de sustancias tóxicas,"Un grave emisión de sustancias tóxicas se registró en General Roca, Río Negro. El incidente con un saldo inicial de varias personas heridas. La población ha sido alertada para tomar precauciones adicionales.",Desastre Tecnológico - Contaminación,-39.075735,-67.584598,05/07/2011
"Serio incidente: Derrame de combustible en Cosquín, Córdoba","Autoridades confirmaron un derrame de combustible en Cosquín, Córdoba. El incidente afectando el normal desarrollo de actividades en la zona. Se ha iniciado una investigación para determinar las causas exactas del incidente.",Desastre Tecnológico - Derrame,-31.281597,-64.515743,17/04/2007
Habitantes de San Juan afrontan Propagación de enfermedad infecciosa,"Autoridades confirmaron un propagación de enfermedad infecciosa en San Juan, San Juan. El incidente dejando a la población incomunicada por varias horas. Defensa Civil coordina las tareas de asistencia y reconstrucción.",Desastre Tecnológico - Evento sanitario,-31.546599,-68.531136,01/12/2014
"Envenenamiento masivo deja múltiples daños en Justo Daract, San Luis","Autoridades confirmaron un envenenamiento masivo en Justo Daract, San Luis. El incidente destruyendo viviendas y dejando a familias evacuadas. La población ha sido alertada para tomar precauciones adicionales.",Desastre Tecnológico - Intoxicación masiva,-33.902953,-65.145542,11/05/2013
"Consecuencias graves tras Intoxicación por sustancias químicas en Buenos Aires, CABA","Grave intoxicación por sustancias químicas ocurrió en las inmediaciones de Buenos Aires, CABA. El incidente afectando el normal desarrollo de actividades en la zona. Se ha establecido un centro de operaciones para coordinar las ayudas.",Desastre Tecnológico - Intoxicación masiva,-34.653232,-58.354139,25/09/2017
Declaran emergencia tras Intoxicación en establecimiento educativo en Libertador General San Martín,"Un grave intoxicación en establecimiento educativo se registró en Libertador General San Martín, Jujuy. El incidente obligando a evacuar a residentes de la zona. El municipio ha activado el protocolo de emergencias para esta situación.",Desastre Tecnológico - Intoxicación masiva,-23.849498,-64.789959,17/09/2005
Confirman Vertido de químicos de gran magnitud en Tunuyán,"Grave vertido de químicos ocurrió en las inmediaciones de Tunuyán, Mendoza. El incidente afectando gravemente la infraestructura local. Los servicios médicos están atendiendo a los afectados en hospitales locales.",Desastre Tecnológico - Derrame,-33.548578,-68.985405,31/07/2011
Impacto de Vertido de químicos en comunidad de Villa Carlos Paz,"Autoridades confirmaron un vertido de químicos en Villa Carlos Paz, Córdoba. El incidente provocando pánico entre los residentes locales. El municipio ha activado el protocolo de emergencias para esta situación.",Desastre Tecnológico - Derrame,-31.43473,-64.520071,09/08/2004
Habitantes de General Pico afrontan Envenenamiento masivo,"Un grave envenenamiento masivo se registró en General Pico, La Pampa. El incidente generando caos en el transporte público y privado. El Ministerio de Desarrollo Social está brindando apoyo a los damnificados.",Desastre Tecnológico - Intoxicación masiva,-35.641847,-63.786872,29/01/2004
"Alerta por Intoxicación por sustancias químicas en Chivilcoy, Buenos Aires","Autoridades confirmaron un intoxicación por sustancias químicas en Chivilcoy, Buenos Aires. El incidente generando serios daños ambientales en la región. Defensa Civil coordina las tareas de asistencia y reconstrucción.",Desastre Tecnológico - Intoxicación masiva,-34.900214,-59.973057,26/10/2004
Contaminación ambiental severa sorprende a habitantes de Villa María,"Un grave contaminación ambiental severa se registró en Villa María, Córdoba. El incidente generando caos en el transporte público y privado. Las autoridades locales han desplegado equipos de emergencia para atender a los afectados.",Desastre Tecnológico - Contaminación,-32.431508,-63.249511,05/10/2008
"Alerta sanitaria deja múltiples daños en Luján de Cuyo, Mendoza","Un grave alerta sanitaria se registró en Luján de Cuyo, Mendoza. El incidente generando serios daños ambientales en la región. Se ha declarado estado de emergencia en la región para facilitar la asistencia.",Desastre Tecnológico - Evento sanitario,-32.992427,-68.887019,06/10/2010
Intoxicación colectiva genera crisis en Esperanza,"Grave intoxicación colectiva ocurrió en las inmediaciones de Esperanza, Santa Fe. El incidente causando daños en cultivos y producción agrícola. Los servicios médicos están atendiendo a los afectados en hospitales locales.",Desastre Tecnológico - Intoxicación masiva,-31.466429,-60.963751,09/08/2015
Consecuencias graves tras Contaminación de fuente hídrica en Frías,"Un grave contaminación de fuente hídrica se registró en Frías, Santiago del Estero. El incidente afectando el normal desarrollo de actividades en la zona. El Ministerio de Desarrollo Social está brindando apoyo a los damnificados.",Desastre Tecnológico - Contaminación,-28.679168,-65.103175,29/05/2013
"Evacuaciones por Intoxicación por sustancias químicas en Villa La Angostura, Neuquén","Grave intoxicación por sustancias químicas ocurrió en las inmediaciones de Villa La Angostura, Neuquén. El incidente dejando a varios sectores sin comunicación. Voluntarios de diversas organizaciones se han sumado a las tareas de auxilio.",Desastre Tecnológico - Intoxicación masiva,-40.758612,-71.617526,21/05/2022
